feature_0,feature_1,cluster
0.3681533494586246,-0.975876064543766,2
0.6362791896957302,-0.353974542036991,1
1.7158072996012836,-1.0873838509796518,1
-1.0861427676709714,1.1837248154786666,0
1.4643405971308294,-0.8979057804440145,1
1.449877244123611,-0.9260951666729916,1
0.5696759338669076,-1.0507256014769086,2
1.2301181566663493,-0.7226609266041577,1
0.9743958473802703,-0.5713963243216288,1
-0.08459538296116673,-0.6340122604309769,2
1.1841496674561223,-0.7796766559040791,1
-0.8613681490439107,1.0973898525760686,0
-0.5150952117598512,0.788321453003654,0
-1.2403236853432489,1.4952159543638441,0
0.9501336393861499,-0.3722807214465859,1
1.6161041213188267,-1.1042970581894411,1
-1.35146998673431,1.5533279122466863,0
-0.23191126963234457,-0.5128988367967943,2
-0.08175575581600783,-0.5495249641649895,2
-1.264903528515425,1.3169923233137173,0
0.8139136817651845,-0.4131374771516957,1
-0.8995080261421017,1.0265738100512596,0
1.2431597596871358,-0.7007677631609486,1
0.3664106608961931,-0.9218974347245236,2
-0.07129784589262536,-0.6283345104687907,2
1.304464144440657,-0.799626698056006,1
0.9173205848621738,-0.399307326685566,1
0.1446312166285151,-0.7433173781941966,2
-0.021263071186944676,-0.6017088573359941,2
-1.0989278948376922,1.3671715132034956,0
1.235242221283384,-0.7667713474646304,1
-1.2213908246003744,1.5017629843677904,0
-1.3258251281737576,1.407122066457146,0
-1.4953697473968863,1.5758097791255656,0
1.3242333181679602,-0.827097637031887,1
1.2425663560745484,-0.8015401321628782,1
0.9719966132734601,-0.5378683278348656,1
0.8202817836704898,-0.4469276790805079,1
-0.055977624452744144,-0.597962300368459,2
0.26978722216877443,-0.8741550779897335,2
0.9878072053244139,-0.5783534968908993,1
-0.944343640615529,1.2187982749959083,0
-1.2947258961818429,1.4644239819705889,0
-0.9231483181184604,1.1284202055768084,0
-0.8582404933931294,1.2161538014065083,0
1.5319899106369241,-0.9267467737186474,1
1.1762427148919588,-0.703349536865742,1
1.461959363776359,-0.9558890651502123,1
1.012234206751801,-0.5742627766506831,1
-0.08952107196116875,-0.6145458122045606,2
-0.15382366720268453,-0.6993410293278818,2
-1.570912030390709,1.7601250805593678,0
-0.18563441505718267,-0.5342701792284155,2
0.2446499723506643,-0.9010013907006917,2
0.9871506558936897,-0.41181655981433896,1
-1.4478773699306484,1.556038175419074,0
-1.115841672611626,1.2818474625580818,0
-0.1662409035011261,-0.4659356787778002,2
1.3756105489905086,-0.9023005235301611,1
-0.10258363754018132,-0.7012318472955437,2
-0.24777392052868275,-0.41782285967837324,2
-1.1684805408432675,1.398973939677324,0
1.0323378625418185,-0.591654207359828,1
0.1250296441063925,-0.8048035313241189,2
0.9896237441325079,-0.48842001585259337,1
-0.41240707639287355,-0.28705976781141684,2
1.5190261714284776,-1.0359033582812323,1
0.27712480157343955,-1.0620986678098145,2
-1.1375998549011013,1.3051738887006819,0
1.2899178067010968,-0.8246075996646893,1
0.9809959850543709,-0.4609646562402998,1
1.113490311345363,-0.5820483124138502,1
1.3691753766505348,-0.7837921869561315,1
0.16065121119519638,-0.8450942348251622,2
-1.3782391216579328,1.5046487932480965,0
-0.33193622684411134,-0.3330271176791751,2
-0.8757149016528514,1.072266970443468,0
1.1273528200431506,-0.700011763976853,1
-1.0450438375556474,1.2328526686908792,0
-1.1703648056623808,1.2318023012353152,0
0.2764428568106541,-0.964354990461564,2
-1.1619281848559995,1.404408702366774,0
0.9479380669450088,-0.5040158636530667,1
-1.0745318226580103,1.360354604724093,0
-0.37476727997160286,-0.39275727429691815,2
-0.16913319866211585,-0.6410607200842898,2
-0.3183724112714899,-0.3347992986592441,2
-0.11553746449324867,-0.4374354825327715,2
1.2182974307166863,-0.8105501681907555,1
-1.0444493176087086,1.2257287847875318,0
0.07612201455704526,-0.7321968264503531,2
1.0828541041777002,-0.5073532357849547,1
-1.242407894686878,1.3015208973505976,0
1.2073683923651648,-0.7172734632309313,1
1.3357514657412963,-0.8462464272951548,1
0.2069966294794281,-0.9741785155692722,2
-1.2916655123116647,1.590289871853521,0
-1.4613476968854715,1.5766784792340367,0
-1.3360323098758984,1.5880894881637375,0
0.2995818532107524,-0.9290694037925463,2
1.286040420541594,-0.8391509463634063,1
-1.268717222797443,1.4735730799051459,0
-0.720049307526321,0.9749565258045766,0
-0.19943351548851707,-0.41786796509534396,2
0.19922608228788358,-0.8542116190612061,2
-1.038745955378499,1.180871353169303,0
-1.4370686919501603,1.5796394156206022,0
0.0476213573572512,-0.9008034678361219,2
-1.6335855409097106,1.66083614823719,0
-0.0017019664824737205,-0.7133450587400705,2
-0.29596920746517735,-0.4456586737736641,2
-0.1432766144628425,-0.6036709703632114,2
-0.22590931309119267,-0.3446134042583489,2
0.15247079256726956,-0.8232230026522106,2
0.10236596107808582,-0.7351241805143378,2
0.613165112342358,-0.21095883633445134,1
-1.3807578949643642,1.4833119652715976,0
0.01162505101502754,-0.6551054180574112,2
1.1874896498189649,-0.8293271973560814,1
0.045958486458261505,-0.7484099272490252,2
-1.0985174042450339,1.306818289516476,0
-0.971412080785665,1.23472533331804,0
0.9528298152253298,-0.4834948506829174,1
0.9970917889273899,-0.5612047465202893,1
0.1142028550106301,-0.6106867020793653,2
1.4602736290537779,-0.8553664453987694,1
-1.294284027910768,1.3880293990126495,0
1.1907083099547027,-0.7645248046223825,1
-0.2547513576308862,-0.4793268311208185,2
0.16820565878957167,-0.8400819138248172,2
-0.004706065596555893,-0.57552476274557,2
1.2920265587731736,-0.8211099423968551,1
0.7670120484567869,-0.4381043764622949,1
0.2538254271639897,-0.8618224003429364,2
1.3610541436345844,-0.8331527372857749,1
-0.012303914781054444,-0.6579465871307167,2
0.14089120673201636,-0.7608136813642796,2
-0.009022343948015881,-0.6709651521653704,2
0.8140114361087956,-0.503544091836569,1
-1.3254716785737057,1.42722600842035,0
0.33937231546860014,-0.9933314897510365,2
0.4879395957060149,-1.0748083517539249,2
1.0997750052048674,-0.47904466588297473,1
1.0438949871849434,-0.583513067658784,1
