feature_0,feature_1,target
-0.6431401652665122,-0.1131988879383723,1
1.0400037218084568,-0.9349838587606951,0
-1.0441256409105069,1.949274846646143,1
0.48368093349710795,0.6704330743313304,1
-1.7903965108444966,-1.4587642281906024,0
1.2606411451761088,1.586169232999548,1
1.230569943909854,-1.1795133849922623,0
1.1859471181190817,-1.2341841132612452,0
-1.2407726728774662,2.164974718013911,1
1.0054893165206253,1.2530653496290114,1
0.9594835768433984,0.9760709949944912,1
1.0004106188474857,-0.9125106533373556,0
-0.9541160043573258,-1.9007091893492332,0
1.4462532336067595,-1.5658242142177738,0
-0.6176553305601613,-0.21575105563695074,0
-3.2060567853719317,-3.221937298861067,0
-1.302866222378082,1.8139899671386024,1
0.3488632858928986,-0.20477504105435207,1
-0.5677481396344046,1.4676137009477481,1
-2.0600183553265943,-1.77991177521198,0
0.7841149820898888,-0.8043480095670481,0
-0.1456634234803178,0.16775929739402762,0
-0.10350478945683672,-0.7133898832054539,1
-0.9400200495686855,1.268464556144429,1
1.765091373805014,-1.9682153595458676,0
-0.8510871489805514,0.853266442033248,1
0.8506306318469994,1.140359876769878,1
-0.18614497052593582,-0.17821668932758283,0
-0.5402308148895694,-0.2719015295463172,1
-1.1961098015150937,0.9586720473441199,1
0.6180930604259578,0.37518614130778927,1
0.8330540411259472,0.0857536661604994,1
1.7854240708264804,-1.84378835136895,0
1.0374695368863818,0.8406708426942556,1
2.143615000928704,-2.322377614115168,0
-1.3961912843492916,1.6306495871326845,1
0.4991416336933888,-0.13076791427097945,1
0.8710905617629823,-0.7839872109456476,0
-1.09089468559988,-1.188138906883286,0
2.246126723910362,-2.373504370053375,0
-1.1725475122299895,1.978584889217986,1
0.8594132950762002,0.859366078594152,1
-0.7640879655450533,-0.8790339370988836,0
1.2125846254239643,1.5825083786669873,1
1.320890267157387,1.4079153692420925,1
-0.5834868608635131,0.12651375778869012,0
-1.0176666712810565,0.3614173486138692,1
-1.4086618753979483,-0.6941940535058468,0
1.0354199468505707,-1.1226775222744363,0
0.06310661143227991,0.016535429909906085,0
0.7980747433508764,0.2133099675142559,1
1.1287237624449922,1.4217535573901876,1
1.3527331941821912,-1.3736125416234137,0
-0.7256565421602592,0.6326646072770008,1
-1.322508644951866,3.1179930822426116,1
-0.6539212615035803,-0.7675243058468748,0
-1.307850463109572,1.3778118576490361,1
-0.521684419584479,-0.26754339746122013,0
1.8900536332755682,-2.0118052185453026,0
0.34319459821899023,0.5352707264232629,1
-1.4495643764216146,-1.3568773079745844,1
-1.3712871583704969,1.4622424328938268,1
-3.237635350964214,-3.5590075827962755,0
-0.34190915220592755,-0.6044737258304259,1
-0.23939668221992583,0.9062097446815645,0
-0.6534345293807702,-0.7831360052904232,0
1.3317567110675013,-1.4794942263641386,0
1.02963967067091,-1.0339188676008284,0
-1.1853010163949522,0.782687397587147,1
-0.08465851566725513,0.16137355111899643,0
1.4848312908202468,1.2445625175802992,1
1.1020178565973244,1.6048495574733468,1
0.937920005076082,0.5957974763024538,1
-1.7271681663245033,2.7357340182292935,1
0.3430991596831311,-0.3389632749104141,0
-0.21124545829682662,-0.4737687644101001,1
-0.23673036213219611,-0.6471189983245709,0
1.3313009834748684,0.9346378226228099,1
1.4131591147185105,-1.535188500742438,0
0.3117144063491851,-0.2368484885672385,0
1.8666642640397977,2.026774131133149,1
-1.3904769517900684,0.9697718947343539,1
-1.0066079408535413,-0.7706287947589936,0
0.230805269544334,-0.12475497729205454,0
1.0104739606721345,0.8400778721396676,1
-0.9495091408508457,1.462713263574761,1
0.8290854956566261,-0.9639459950916143,0
1.4244186771901732,-1.6108954312341242,0
1.4285078641180005,0.9408086795736711,1
-1.4730713811819989,2.72646590626073,1
-0.6682159945592099,-0.21258138863825904,1
1.493181614111915,-1.5716022376591252,0
1.3600044118168646,-1.3404399779918066,0
-1.4821371191258932,2.2471916085203425,1
0.6045761530419199,-0.7028132007060951,0
0.5061613574301889,-0.3241345951071699,1
-1.0650298482867788,-1.3726896985321186,0
-0.003939810526559118,0.16757402483633177,0
1.6029019318728706,1.8841842482120392,1
0.39945360960098775,0.7839901561648883,0
0.5104687298091519,-0.4822270981615925,0
1.100995495841441,1.7900367962523602,1
-1.3529704012088066,2.84988000357404,1
-0.6653241068045352,-0.31215526542025995,1
1.390736660182253,1.2207820665260725,1
0.48363920794453075,0.5965173912839704,1
1.180125252698976,1.0262765981074566,1
-2.4982754799518894,-2.656079188402623,0
1.0650201794673546,-1.0960164200479299,0
0.8663811355941948,1.2713809490706531,1
-2.037575615056137,-2.570265865453657,0
-2.068416964655496,-0.8745486816956192,0
1.6403723293885233,2.979286122516006,1
0.8709935714906564,0.7943096532717429,1
-0.4010888915447888,0.7628567632597043,0
0.7311909312387066,0.49441556021012245,1
0.6728418314085118,0.7933752007605491,1
