feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
1.0892499535194868,0.5262603047084816,0.03340656789893871,-1.7498117773150172,-0.396542027905716,-0.4178578265892162,-1.0912887483536653,0.4339241827719351,0.9987179444779649,0.18005448933039334,-25.361156318501443
-0.4873096972447734,1.314670411926311,-1.2819046714801259,1.1080723745906094,0.38948448498717886,1.327879304860051,0.40865185125699066,-1.2229702903437736,-0.11030302202193819,0.9592392743774945,37.82278773697199
0.6435652125429993,-0.7207583620818794,-0.5434435867762571,0.3221556752447534,1.3312364624328288,0.6638281272523966,-0.16772352094078155,0.8149205129954605,1.8117232693481717,0.12284765509844668,33.82842122778152
2.053611048630073,0.7654235544781187,0.3021674360607261,-0.3842799468491002,-2.1836582519521466,0.029056660865885268,-2.001149427948992,-0.9033607379281489,0.6908887386799777,-0.26364629624890284,9.316323691969865
-0.12540621042822742,-0.8484878492518315,-0.9997218346822822,0.3829490116063741,-1.2935233705570928,-1.262791366440788,-0.3688007603611448,0.14319222814251373,-1.7017322958054029,-0.3797587042263317,-117.82640921298349
-1.8394996469919258,1.6088851247401739,1.1296735868548873,-0.7962913391296809,-1.1408748458889029,1.5966394052495625,-0.23285775214899343,-1.513240535566437,-0.331328420589035,-0.4376639677085043,115.71466898426448
0.2382031985193913,-0.5337918423098744,-1.1121750844264258,1.2832746173081815,0.6853768180642974,-0.4392854492742652,0.2630234812726818,-1.229283765484319,-0.20198026067481176,-0.8162159562629944,-54.519207502033865
0.7892410884583636,-0.46601368178554503,-2.395062759464963,-0.6994055820980051,0.3986825594249419,-1.1569930040632064,-0.03457307239313017,-1.8636582507346187,-1.8828505398422637,1.1455110377230588,-189.6885724780506
-0.0020572751887413445,1.926500674818152,-1.5889377819027874,-1.8819752144071313,0.9379286095862626,-0.8713374324191607,-2.5545955227885986,0.4402107376545492,0.5440213506480533,0.355780144589251,-101.5505266220317
-0.33165256617657696,-0.573816799903191,0.5964880861184773,0.12375766578062646,1.226850671831317,0.6925811547831611,1.1271431911117682,0.2719379401774216,-1.9495215044776488,0.4548002435431241,47.86433550774199
0.591458107925729,2.5973950644438704,0.4716221230869599,-0.32799459962895117,-1.6166077331952475,-0.2414765437088746,0.12282321752716334,-0.18802980038685785,-0.740695442844929,1.2436539409997056,18.31344276684954
0.4497882750490449,1.2682102141110518,1.6701678720324094,1.6135594011121313,1.3653015846894234,-0.3743188366304474,1.977814637786414,-0.15723150523378718,-1.584090175689215,-0.47534032878666754,46.93313485153333
0.2011209700021101,-0.9842728912118192,-0.5052289138478119,-0.21058928853765202,-0.4966392593096334,-0.8147326722564193,0.2535619621027101,0.008207968203226078,-1.0465885085653917,0.8171287840690242,-98.85180935178197
0.04133114828867311,-0.6512351747247332,-1.6719505183448329,0.504233184592496,-0.9974706250482444,-0.7675635370537401,-1.5764340489461222,0.6243411891763646,-1.713093210431653,0.2867392647248074,-104.5626944504874
-0.6920932121558981,2.1820686135616625,-1.2654332221771707,0.8730050740913902,0.7795518936830709,-1.5146062209872555,1.2317668041074425,1.0942361704851753,-0.4389578652194244,0.4733833441372779,-98.38654115084988
0.16561273995313347,0.24571386190494524,1.087071034904239,1.3890671143611693,-0.321061282495687,-2.4195635827657322,-0.7878680928426618,-0.8126304867179234,0.6882889425915385,-1.243689512234258,-113.48932855239366
-0.8963324039932313,1.9767638201324291,2.10361356040653,1.2801560020516978,-0.459705008796996,0.056940958390964996,-0.6723549071956643,-1.2003278770521209,-1.2197291345319266,1.280158068894553,85.38545068017173
-1.0688244871388766,-0.4197863157153438,-0.8132980160310184,1.6207257806533941,-0.3065762286566819,0.20298597468141633,-0.8083531553686955,-1.2939104262764156,-0.43042744022155033,2.830099900605509,-16.972993000635153
-1.1895972825554908,0.4160498137880235,-1.548093170264538,-0.5618672783250463,-3.0380999216764,-0.6845427973846022,0.5102402324967252,0.8961507434877303,-2.783395405620763,-2.021827305770624,-81.78403949725809
-0.48830098743550626,-1.0015381484939847,-0.9572528917136144,-0.3674055708252755,-0.21841811765158523,-0.570887945961367,1.2203520429879182,0.09248074019752164,-1.4131967122371276,-1.262259403032778,-99.5893552617161
0.4485413334144403,-0.4504837561756779,-1.2342525752404858,0.45828612682288355,0.06337606915196746,2.5991711906497676,0.24878713266392732,-0.06396590255581536,-1.4218146471149897,1.124232452768164,123.09950171132492
-0.3617194045700437,-1.178615947577565,-0.6134434176888113,-0.0623657371843408,0.617310672819722,2.0725170729781355,-0.31080718823279063,-1.127876091761835,-0.8020349608408381,-0.40376341337918514,84.37166204874819
-1.6917912641299024,2.433505891792043,2.917876376578427,0.6825927559584327,1.2410626431704157,0.2254438740430958,-0.03288124049344795,1.46351429242282,0.31901331819178674,0.04172021258928931,132.82643925538062
-1.2257536249866583,0.529837666170668,-1.1167402447082901,0.21191964922707973,0.4532690370547896,1.5481268400793464,-0.7840857736088195,1.2037917601675183,-0.9511213082377825,-0.213834482993019,87.7831029332815
