feature_0,feature_1,cluster
-0.7749376386203348,0.565267537014875,3
-0.9202001023577734,-1.5458775804626939,2
2.1315147495490923,-0.3366256615334753,1
0.08618357376917811,0.7341753133676677,0
-0.5519667589749983,-1.5737734406764101,2
-0.5870016901007721,-1.6090992456502797,2
-0.45508479493277654,0.6801593690837586,3
-0.6398905546171165,-1.5455577021030091,2
1.2083790769903295,-0.1791010600393342,1
-0.7244625787514475,-1.5395390901982788,2
1.3277016106298691,-0.40126350169596037,1
0.37915745186431205,0.8355509903849676,0
2.115426572241488,-0.6071916634575215,1
0.26812255237218174,1.1440542492778285,0
-0.6380656804080449,-1.3779494683112583,2
1.8108883873151163,-0.5614546817785603,1
0.14665957555513123,1.1232324863213847,0
-1.2900343196515127,0.770705832419557,3
-1.016840715891254,0.8999713567482698,3
-0.04875503327361724,0.7763302399654854,0
1.1145904960313724,-0.01224922127707298,1
0.19972494213511008,0.6559308924765905,0
1.6743298098305652,-0.07179394066899157,1
-0.6805671304373672,0.6858952200585511,3
-1.1367092196676658,0.735067860853127,3
-0.6281773601439975,-1.574791333578977,2
-0.6895255835814562,-1.4230054058247845,2
-0.8573426587142072,0.7788522790966326,3
-0.9749513273719862,0.8666932634905186,3
0.3405036185606585,1.0676992165792123,0
-0.6685332398252487,-1.5844458429720099,2
0.31377462174335824,1.1788549337593857,0
-0.026877237705036142,0.8756678243982013,0
-0.09066927415902679,0.9960191463635529,0
-0.6303789825020881,-1.5892210774931457,2
-0.6880113909724319,-1.613158469621594,2
1.2779240823659868,-0.08777610797624075,1
1.0556788149132852,-0.09729108595519552,1
-1.046709968271332,0.8260419829361806,3
-0.8123345793878218,0.6578422818018748,3
-0.7589220431689186,-1.5515147828988018,2
1.880902208285262,-0.14045236381831816,1
0.1187618930964363,1.0212910241293829,0
0.3097137918850127,0.8215620563370867,0
0.5653189786343551,1.0649438196678216,0
1.9771114770849632,-0.20433090974691742,1
1.47910362681153,-0.19769172974810936,1
1.7126044721480116,-0.4114575059360459,1
